time,hrms,tp,swl
25779600,1.629,7.915,0.1483
25783200,1.671,7.939,-0.0843
25786800,1.714,7.964,-0.1813
25790400,1.757,7.988,-0.1151
25794000,1.801,8.013,0.1009
25797600,1.845,8.037,0.4161
25801200,1.889,8.062,0.7557
25804800,1.934,8.086,1.0397
25808400,1.979,8.110,1.2029
25812000,2.024,8.134,1.2109
25815600,2.069,8.158,1.0685
25819200,2.114,8.181,0.8177
25822800,2.159,8.204,0.5274
25826400,2.203,8.227,0.2752
25830000,2.247,8.249,0.1285
25833600,2.291,8.351,0.1275
25837200,2.334,8.572,0.2756
25840800,2.376,8.789,0.5389
25844400,2.417,9.001,0.8550
25848000,2.457,9.208,1.1492
25851600,2.496,9.410,1.3528
25855200,2.534,9.606,1.4205
25858800,2.570,9.794,1.3412
25862400,2.605,9.975,1.1405
25866000,2.639,10.149,0.8738
25869600,2.671,10.314,0.6118
25873200,2.701,10.469,0.4235
25876800,2.729,10.616,0.3580
25880400,2.756,10.752,0.4334
25884000,2.780,10.879,0.6320
25887600,2.802,10.994,0.9055
25891200,2.822,11.098,1.1874
25894800,2.840,11.191,1.4095
25898400,2.856,11.272,1.5193
25902000,2.869,11.341,1.4926
25905600,2.880,11.398,1.3391
25909200,2.889,11.443,1.0998
25912800,2.895,11.474,0.8364
25916400,2.899,11.494,0.6154
25920000,2.900,11.500,0.4917
25923600,2.899,11.494,0.4949
25927200,2.895,11.474,0.6227
25930800,2.889,11.443,0.8411
25934400,2.880,11.398,1.0940
25938000,2.869,11.341,1.3170
25941600,2.856,11.272,1.4538
25945200,2.840,11.191,1.4699
25948800,2.823,11.098,1.3610
25952400,2.802,10.994,1.1537
25956000,2.780,10.879,0.8986
25959600,2.756,10.752,0.6574
25963200,2.730,10.616,0.4871
25966800,2.701,10.469,0.4265
25970400,2.671,10.314,0.4861
25974000,2.640,10.149,0.6463
25977600,2.606,9.975,0.8626
25981200,2.571,9.794,1.0767
25984800,2.535,9.606,1.2315
25988400,2.497,9.410,1.2850
25992000,2.459,9.208,1.2210
25995600,2.419,9.001,1.0523
25999200,2.378,8.789,0.8176
26002800,2.336,8.572,0.5717
26006400,2.294,8.351,0.3711
26010000,2.251,8.250,0.2606
26013600,2.207,8.228,0.2620
26017200,2.163,8.206,0.3688
26020800,2.118,8.183,0.5485
26024400,2.074,8.160,0.7507
26028000,2.029,8.137,0.9196
26031600,1.985,8.113,1.0088
26035200,1.940,8.089,0.9916
26038800,1.896,8.065,0.8684
26042400,1.852,8.041,0.6659
26046000,1.808,8.017,0.4304
26049600,1.765,7.993,0.2159
26053200,1.722,7.969,0.0709
26056800,1.680,7.944,0.0260
26060400,1.639,7.920,0.0870
26064000,1.598,7.896,0.2332
26067600,1.558,7.872,0.4228
26071200,1.519,7.849,0.6038
26074800,1.481,7.826,0.7268
26078400,1.444,7.802,0.7572
26082000,1.408,7.780,0.6839
26085600,1.372,7.757,0.5217
26089200,1.338,7.735,0.3077
26092800,1.305,7.714,0.0917
26096400,1.273,7.692,-0.0762
26100000,1.242,7.672,-0.1579
26103600,1.212,7.652,-0.1371
26107200,1.183,7.632,-0.0228
26110800,1.156,7.613,0.1527
26114400,1.129,7.594,0.3422
26118000,1.104,7.576,0.4954
26121600,1.079,7.558,0.5712
26125200,1.056,7.541,0.5482
26128800,1.034,7.525,0.4297
26132400,1.012,7.509,0.2432
26136000,0.992,7.494,0.0329
26139600,0.973,7.480,-0.1509
26143200,0.955,7.466,-0.2645
26146800,0.937,7.452,-0.2818
26150400,0.921,7.440,-0.2006
26154000,0.906,7.427,-0.0431
26157600,0.891,7.416,0.1494
26161200,0.877,7.405,0.3271
26164800,0.864,7.394,0.4439
26168400,0.852,7.385,0.4692
26172000,0.841,7.375,0.3951
26175600,0.830,7.366,0.2387
26179200,0.820,7.358,0.0379
26182800,0.810,7.350,-0.1584
26186400,0.802,7.343,-0.3021
26190000,0.794,7.336,-0.3581
26193600,0.786,7.330,-0.3133
26197200,0.779,7.324,-0.1793
26200800,0.772,7.318,0.0095
26204400,0.766,7.313,0.2054
26208000,0.761,7.308,0.3586
26211600,0.756,7.304,0.4298
26215200,0.751,7.300,0.4001
26218800,0.746,7.296,0.2761
26222400,0.742,7.292,0.0878
26226000,0.739,7.289,-0.1184
26229600,0.735,7.286,-0.2913
26233200,0.732,7.284,-0.3878
26236800,0.729,7.281,-0.3836
26240400,0.727,7.279,-0.2795
26244000,0.724,7.277,-0.1013
26247600,0.722,7.275,0.1065
26251200,0.720,7.273,0.2915
26254800,0.719,7.272,0.4071
26258400,0.717,7.270,0.4233
26262000,0.716,7.269,0.3352
26265600,0.714,7.268,0.1638
26269200,0.713,7.267,-0.0486
26272800,0.712,7.266,-0.2492
26276400,0.711,7.265,-0.3876
26280000,0.711,7.264,-0.4285
26283600,0.710,7.264,-0.3610
26287200,0.709,7.263,-0.2012
26290800,0.709,7.263,0.0117
26294400,0.708,7.263,0.2243
26298000,0.708,7.262,0.3833
26301600,0.708,7.262,0.4480
26305200,0.707,7.262,0.4010
26308800,0.707,7.261,0.2531
26312400,0.707,7.261,0.0403
26316000,0.707,7.261,-0.1846
26319600,0.707,7.261,-0.3651
26323200,0.707,7.261,-0.4553
26326800,0.707,7.261,-0.4316
26330400,0.707,7.261,-0.2987
26334000,0.707,7.261,-0.0889
26337600,0.707,7.261,0.1460
26341200,0.707,7.261,0.3469
26344800,0.707,7.261,0.4629
26348400,0.707,7.261,0.4638
26352000,0.707,7.261,0.3479
26355600,0.707,7.262,0.1430
26359200,0.707,7.262,-0.1003
26362800,0.708,7.262,-0.3212
26366400,0.708,7.262,-0.4637
26370000,0.708,7.262,-0.4911
26373600,0.708,7.262,-0.3950
26377200,0.708,7.262,-0.1981
26380800,0.708,7.263,0.0513
26384400,0.709,7.263,0.2908
26388000,0.709,7.263,0.4601
26391600,0.709,7.263,0.5155
26395200,0.709,7.263,0.4416
26398800,0.709,7.263,0.2555
26402400,0.710,7.264,0.0027
26406000,0.710,7.264,-0.2540
26409600,0.710,7.264,-0.4499
26413200,0.710,7.264,-0.5348
26416800,0.710,7.264,-0.4859
26420400,0.711,7.264,-0.3139
26424000,0.711,7.265,-0.0606
26427600,0.711,7.265,0.2112
26431200,0.711,7.265,0.4332
26434800,0.711,7.265,0.5487
26438400,0.712,7.265,0.5273
26442000,0.712,7.266,0.3728
26445600,0.712,7.266,0.1223
26449200,0.712,7.266,-0.1621
26452800,0.712,7.266,-0.4092
26456400,0.713,7.266,-0.5561
26460000,0.713,7.267,-0.5647
26463600,0.713,7.267,-0.4310
26467200,0.713,7.267,-0.1870
26470800,0.714,7.267,0.1071
26474400,0.714,7.267,0.3777
26478000,0.714,7.267,0.5564
26481600,0.714,7.268,0.5969
26485200,0.714,7.268,0.4875
26488800,0.715,7.268,0.2539
26492400,0.715,7.268,-0.0464
26496000,0.715,7.268,-0.3385
26499600,0.715,7.269,-0.5487
26503200,0.715,7.269,-0.6230
26506800,0.716,7.269,-0.5411
26510400,0.716,7.269,-0.3220
26514000,0.716,7.269,-0.0192
26517600,0.716,7.270,0.2917
26521200,0.717,7.270,0.5325
26524800,0.717,7.270,0.6418
26528400,0.717,7.270,0.5906
26532000,0.717,7.270,0.3901
26535600,0.717,7.271,0.0891
26539200,0.718,7.271,-0.2374
26542800,0.718,7.271,-0.5076
26546400,0.718,7.271,-0.6526
26550000,0.718,7.271,-0.6348
26553600,0.718,7.271,-0.4569
26557200,0.719,7.272,-0.1622
26560800,0.719,7.272,0.1763
26564400,0.719,7.272,0.4736
26568000,0.719,7.272,0.6545
26571600,0.720,7.272,0.6724
26575200,0.720,7.273,0.5211
26578800,0.720,7.273,0.2373
26582400,0.720,7.273,-0.1088
26586000,0.720,7.273,-0.4307
26589600,0.721,7.273,-0.6470
26593200,0.721,7.274,-0.7023
26596800,0.721,7.274,-0.5813
26600400,0.721,7.274,-0.3131
26604000,0.721,7.274,0.0362
26607600,0.722,7.274,0.3792
26611200,0.722,7.274,0.6295
26614800,0.722,7.275,0.7235
26618400,0.722,7.275,0.6362
26622000,0.723,7.275,0.3882
26625600,0.723,7.275,0.0407
26629200,0.723,7.275,-0.3196
26632800,0.723,7.276,-0.6020
26636400,0.723,7.276,-0.7351
26640000,0.724,7.276,-0.6843
26643600,0.724,7.276,-0.4610
26647200,0.724,7.276,-0.1204
26650800,0.724,7.277,0.2527
26654400,0.725,7.277,0.5646
26658000,0.725,7.277,0.7365
26661600,0.725,7.277,0.7244
26665200,0.725,7.277,0.5301
26668800,0.725,7.278,0.2015
26672400,0.726,7.278,-0.1796
26676000,0.726,7.278,-0.5176
26679600,0.726,7.278,-0.7274
26683200,0.726,7.278,-0.7555
26686800,0.726,7.278,-0.5939
26690400,0.727,7.279,-0.2824
26694000,0.727,7.279,0.1015
26697600,0.727,7.279,0.4617
26701200,0.727,7.279,0.7074
26704800,0.728,7.279,0.7766
26708400,0.728,7.280,0.6511
26712000,0.728,7.280,0.3616
26715600,0.728,7.280,-0.0198
26719200,0.728,7.280,-0.3976
26722800,0.729,7.280,-0.6769
26726400,0.729,7.281,-0.7872
26730000,0.729,7.281,-0.7002
26733600,0.729,7.281,-0.4373
26737200,0.729,7.281,-0.0639
26740800,0.730,7.281,0.3265
26744400,0.730,7.281,0.6360
26748000,0.730,7.282,0.7867
26751600,0.730,7.282,0.7403
26755200,0.731,7.282,0.5082
26758800,0.731,7.282,0.1482
26762400,0.731,7.282,-0.2497
26766000,0.731,7.283,-0.5855
26769600,0.731,7.283,-0.7750
26773200,0.732,7.283,-0.7704
26776800,0.732,7.283,-0.5727
26780400,0.732,7.283,-0.2311
26784000,0.732,7.284,0.1686
26787600,0.732,7.284,0.5263
26791200,0.733,7.284,0.7523
26794800,0.733,7.284,0.7898
26798400,0.733,7.284,0.6294
26802000,0.733,7.284,0.3113
26805600,0.733,7.285,-0.0848
26809200,0.734,7.285,-0.4595
26812800,0.734,7.285,-0.7190
26816400,0.734,7.285,-0.7981
26820000,0.734,7.285,-0.6773
26823600,0.735,7.286,-0.3869
26827200,0.735,7.286,-0.0000
26830800,0.735,7.286,0.3865
26834400,0.735,7.286,0.6756
26838000,0.735,7.286,0.7951
26841600,0.736,7.287,0.7154
26845200,0.736,7.287,0.4567
26848800,0.736,7.287,0.0842
26852400,0.736,7.287,-0.3086
26856000,0.736,7.287,-0.6232
26859600,0.737,7.287,-0.7810
26863200,0.737,7.288,-0.7430
26866800,0.737,7.288,-0.5192
26870400,0.737,7.288,-0.1661
26874000,0.738,7.288,0.2274
26877600,0.738,7.288,0.5628
26881200,0.738,7.289,0.7562
26884800,0.738,7.289,0.7598
26888400,0.738,7.289,0.5733
26892000,0.739,7.289,0.2442
26895600,0.739,7.289,-0.1447
26899200,0.739,7.290,-0.4958
26902800,0.739,7.290,-0.7214
26906400,0.739,7.290,-0.7656
26910000,0.740,7.290,-0.6182
26913600,0.740,7.290,-0.3170
26917200,0.740,7.290,0.0620
26920800,0.740,7.291,0.4236
26924400,0.741,7.291,0.6774
26928000,0.741,7.291,0.7605
26931600,0.741,7.291,0.6532
26935200,0.741,7.291,0.3832
26938800,0.741,7.292,0.0191
26942400,0.742,7.292,-0.3477
26946000,0.742,7.292,-0.6253
26949600,0.742,7.292,-0.7450
26953200,0.742,7.292,-0.6778
26956800,0.742,7.292,-0.4418
26960400,0.743,7.293,-0.0970
26964000,0.743,7.293,0.2696
26967600,0.743,7.293,0.5664
26971200,0.743,7.293,0.7196
26974800,0.744,7.293,0.6921
26978400,0.744,7.294,0.4920
26982000,0.744,7.294,0.1705
26985600,0.744,7.294,-0.1910
26989200,0.744,7.294,-0.5021
26992800,0.745,7.294,-0.6853
26996400,0.745,7.295,-0.6961
27000000,0.745,7.295,-0.5330
27003600,0.745,7.295,-0.2383
27007200,0.745,7.295,0.1134
27010800,0.746,7.295,0.4338
27014400,0.746,7.295,0.6431
27018000,0.746,7.296,0.6902
27021600,0.746,7.296,0.5647
27025200,0.747,7.296,0.2994
27028800,0.747,7.296,-0.0381
27032400,0.747,7.296,-0.3629
27036000,0.747,7.297,-0.5942
27039600,0.747,7.297,-0.6750
27043200,0.748,7.297,-0.5868
27046800,0.748,7.297,-0.3531
27050400,0.748,7.297,-0.0336
27054000,0.748,7.297,0.2910
27057600,0.748,7.298,0.5398
27061200,0.749,7.298,0.6514
27064800,0.749,7.298,0.5995
27068400,0.749,7.298,0.3987
27072000,0.749,7.298,0.1007
27075600,0.749,7.299,-0.2193
27079200,0.750,7.299,-0.4812
27082800,0.750,7.299,-0.6203
27086400,0.750,7.299,-0.6033
27090000,0.750,7.299,-0.4362
27093600,0.751,7.300,-0.1622
27097200,0.751,7.300,0.1491
27100800,0.751,7.300,0.4197
27104400,0.751,7.300,0.5827
27108000,0.751,7.300,0.5986
27111600,0.752,7.300,0.4652
27115200,0.752,7.301,0.2175
27118800,0.752,7.301,-0.0816
27122400,0.752,7.301,-0.3568
27126000,0.752,7.301,-0.5398
27129600,0.753,7.301,-0.5863
27133200,0.753,7.302,-0.4861
27136800,0.753,7.302,-0.2661
27140400,0.753,7.302,0.0175
27144000,0.754,7.302,0.2934
27147600,0.754,7.302,0.4928
27151200,0.754,7.302,0.5670
27154800,0.754,7.303,0.4992
27158400,0.754,7.303,0.3078
27162000,0.755,7.303,0.0422
27165600,0.755,7.303,-0.2307
27169200,0.755,7.303,-0.4427
27172800,0.755,7.304,-0.5419
27176400,0.755,7.304,-0.5049
27180000,0.756,7.304,-0.3427
27183600,0.756,7.304,-0.0971
27187200,0.756,7.304,0.1695
27190800,0.756,7.304,0.3907
27194400,0.756,7.305,0.5118
27198000,0.757,7.305,0.5040
27201600,0.757,7.305,0.3707
27205200,0.757,7.305,0.1469
27208800,0.757,7.305,-0.1108
27212400,0.758,7.306,-0.3377
27216000,0.758,7.306,-0.4777
27219600,0.758,7.306,-0.4970
27223200,0.758,7.306,-0.3924
27226800,0.758,7.306,-0.1913
27230400,0.759,7.306,0.0549
27234000,0.759,7.307,0.2845
27237600,0.759,7.307,0.4405
27241200,0.759,7.307,0.4849
27244800,0.759,7.307,0.4081
27248400,0.760,7.307,0.2305
27252000,0.760,7.308,-0.0024
27255600,0.760,7.308,-0.2320
27259200,0.760,7.308,-0.4011
27262800,0.760,7.308,-0.4684
27266400,0.761,7.308,-0.4183
27270000,0.761,7.308,-0.2645
27273600,0.761,7.309,-0.0466
27277200,0.761,7.309,0.1806
27280800,0.762,7.309,0.3603
27284400,0.762,7.309,0.4483
27288000,0.762,7.309,0.4237
27291600,0.762,7.310,0.2938
27295200,0.762,7.310,0.0920
27298800,0.763,7.310,-0.1307
27302400,0.763,7.310,-0.3185
27306000,0.763,7.310,-0.4252
27309600,0.763,7.310,-0.4248
27313200,0.763,7.311,-0.3186
27316800,0.764,7.311,-0.1339
27320400,0.764,7.311,0.0825
27324000,0.764,7.311,0.2764
27327600,0.764,7.311,0.3997
27331200,0.764,7.312,0.4223
27334800,0.765,7.312,0.3394
27338400,0.765,7.312,0.1724
27342000,0.765,7.312,-0.0362
27345600,0.765,7.312,-0.2342
27349200,0.766,7.312,-0.3724
27352800,0.766,7.313,-0.4166
27356400,0.766,7.313,-0.3566
27360000,0.766,7.313,-0.2080
27363600,0.766,7.313,-0.0084
27367200,0.767,7.313,0.1921
27370800,0.767,7.313,0.3435
27374400,0.767,7.314,0.4083
27378000,0.767,7.314,0.3707
27381600,0.767,7.314,0.2408
27385200,0.768,7.314,0.0513
27388800,0.768,7.314,-0.1502
27392400,0.768,7.315,-0.3133
27396000,0.768,7.315,-0.3975
27399600,0.768,7.315,-0.3821
27403200,0.769,7.315,-0.2711
27406800,0.769,7.315,-0.0927
27410400,0.769,7.315,0.1084
27414000,0.769,7.316,0.2819
27417600,0.770,7.316,0.3846
27421200,0.770,7.316,0.3909
27424800,0.770,7.316,0.2994
27428400,0.770,7.316,0.1331
27432000,0.770,7.317,-0.0665
27435600,0.771,7.317,-0.2493
27439200,0.771,7.317,-0.3697
27442800,0.771,7.317,-0.3975
27446400,0.771,7.317,-0.3258
27450000,0.771,7.317,-0.1724
27453600,0.772,7.318,0.0243
27457200,0.772,7.318,0.2153
27460800,0.772,7.318,0.3526
27464400,0.772,7.318,0.4018
27468000,0.772,7.318,0.3505
27471600,0.773,7.319,0.2111
27475200,0.773,7.319,0.0184
27478800,0.773,7.319,-0.1796
27482400,0.773,7.319,-0.3332
27486000,0.773,7.319,-0.4039
27489600,0.774,7.319,-0.3735
27493200,0.774,7.320,-0.2492
27496800,0.774,7.320,-0.0618
27500400,0.774,7.320,0.1421
27504000,0.775,7.320,0.3114
27507600,0.775,7.320,0.4034
27511200,0.775,7.320,0.3947
27514800,0.775,7.321,0.2868
27518400,0.775,7.321,0.1061
27522000,0.776,7.321,-0.1024
27525600,0.776,7.321,-0.2866
27529200,0.776,7.321,-0.4002
27532800,0.776,7.322,-0.4140
27536400,0.776,7.322,-0.3238
27540000,0.777,7.322,-0.1515
27543600,0.777,7.322,0.0603
27547200,0.777,7.322,0.2587
27550800,0.777,7.322,0.3937
27554400,0.777,7.323,0.4309
27558000,0.778,7.323,0.3600
27561600,0.778,7.323,0.1979
27565200,0.778,7.323,-0.0155
27568800,0.778,7.323,-0.2271
27572400,0.778,7.323,-0.3836
27576000,0.779,7.324,-0.4451
27579600,0.779,7.324,-0.3952
27583200,0.779,7.324,-0.2453
27586800,0.779,7.324,-0.0320
27590400,0.780,7.324,0.1916
27594000,0.780,7.325,0.3693
27597600,0.780,7.325,0.4560
27601200,0.780,7.325,0.4288
27604800,0.780,7.325,0.2932
27608400,0.781,7.325,0.0823
27612000,0.781,7.325,-0.1518
27615600,0.781,7.326,-0.3503
27619200,0.781,7.326,-0.4629
27622800,0.781,7.326,-0.4601
27626400,0.782,7.326,-0.3414
27630000,0.782,7.326,-0.1353
27633600,0.782,7.326,0.1075
27637200,0.782,7.327,0.3260
27640800,0.782,7.327,0.4651
27644400,0.783,7.327,0.4886
27648000,0.783,7.327,0.3893
27651600,0.783,7.327,0.1906
27655200,0.783,7.328,-0.0586
27658800,0.783,7.328,-0.2961
27662400,0.784,7.328,-0.4620
27666000,0.784,7.328,-0.5134
27669600,0.784,7.328,-0.4361
27673200,0.784,7.328,-0.2478
27676800,0.784,7.329,0.0053
27680400,0.785,7.329,0.2603
27684000,0.785,7.329,0.4528
27687600,0.785,7.329,0.5336
27691200,0.785,7.329,0.4809
27694800,0.786,7.329,0.3063
27698400,0.786,7.330,0.0522
27702000,0.786,7.330,-0.2182
27705600,0.786,7.330,-0.4370
27709200,0.786,7.330,-0.5484
27712800,0.787,7.330,-0.5229
27716400,0.787,7.330,-0.3652
27720000,0.787,7.331,-0.1135
27723600,0.787,7.331,0.1699
27727200,0.787,7.331,0.4140
27730800,0.788,7.331,0.5568
27734400,0.788,7.331,0.5609
27738000,0.788,7.332,0.4237
27741600,0.788,7.332,0.1780
27745200,0.788,7.332,-0.1156
27748800,0.789,7.332,-0.3835
27752400,0.789,7.332,-0.5581
27756000,0.789,7.332,-0.5940
27759600,0.789,7.333,-0.4806
27763200,0.789,7.333,-0.2448
27766800,0.790,7.333,0.0555
27770400,0.790,7.333,0.3454
27774000,0.790,7.333,0.5515
27777600,0.790,7.333,0.6210
27781200,0.790,7.334,0.5348
27784800,0.791,7.334,0.3129
27788400,0.791,7.334,0.0096
27792000,0.791,7.334,-0.2995
27795600,0.791,7.334,-0.5365
27799200,0.791,7.334,-0.6409
27802800,0.792,7.335,-0.5850
27806400,0.792,7.335,-0.3811
27810000,0.792,7.335,-0.0791
27813600,0.792,7.335,0.2461
27817200,0.793,7.335,0.5127
27820800,0.793,7.336,0.6529
27824400,0.793,7.336,0.6300
27828000,0.793,7.336,0.4483
27831600,0.793,7.336,0.1519
27835200,0.794,7.336,-0.1857
27838800,0.794,7.336,-0.4799
27842400,0.794,7.337,-0.6560
27846000,0.794,7.337,-0.6686
27849600,0.794,7.337,-0.5131
27853200,0.795,7.337,-0.2269
27856800,0.795,7.337,0.1190
27860400,0.795,7.337,0.4381
27864000,0.795,7.338,0.6497
27867600,0.795,7.338,0.6997
27871200,0.796,7.338,0.5740
27874800,0.796,7.338,0.3028
27878400,0.796,7.338,-0.0469
27882000,0.796,7.338,-0.3876
27885600,0.796,7.339,-0.6336
27889200,0.797,7.339,-0.7221
27892800,0.797,7.339,-0.6296
27896400,0.797,7.339,-0.3781
27900000,0.797,7.339,-0.0296
27903600,0.797,7.339,0.3290
27907200,0.798,7.340,0.6074
27910800,0.798,7.340,0.7350
27914400,0.798,7.340,0.6787
27918000,0.798,7.340,0.4514
27921600,0.798,7.340,0.1090
27925200,0.799,7.340,-0.2630
27928800,0.799,7.341,-0.5712
27932400,0.799,7.341,-0.7378
27936000,0.799,7.341,-0.7200
27939600,0.799,7.341,-0.5211
27943200,0.800,7.341,-0.1901
27946800,0.800,7.342,0.1906
27950400,0.800,7.342,0.5254
27954000,0.800,7.342,0.7301
27957600,0.800,7.342,0.7523
27961200,0.801,7.342,0.5857
27964800,0.801,7.342,0.2711
27968400,0.801,7.343,-0.1130
27972000,0.801,7.343,-0.4706
27975600,0.801,7.343,-0.7115
27979200,0.802,7.343,-0.7748
27982800,0.802,7.343,-0.6438
27986400,0.802,7.343,-0.3507
27990000,0.802,7.344,0.0317
27993600,0.802,7.344,0.4075
27997200,0.803,7.344,0.6823
28000800,0.803,7.344,0.7868
28004400,0.803,7.344,0.6942
28008000,0.803,7.344,0.4270
28011600,0.803,7.345,0.0519
28015200,0.804,7.345,-0.3372
28018800,0.804,7.345,-0.6427
28022400,0.804,7.345,-0.7878
28026000,0.804,7.345,-0.7355
28029600,0.804,7.345,-0.4986
28033200,0.805,7.346,-0.1362
28036800,0.805,7.346,0.2610
28040400,0.805,7.346,0.5935
28044000,0.805,7.346,0.7776
28047600,0.805,7.346,0.7670
28051200,0.806,7.346,0.5640
28054800,0.806,7.347,0.2195
28058400,0.806,7.347,-0.1804
28062000,0.806,7.347,-0.5353
28065600,0.807,7.347,-0.7563
28069200,0.807,7.347,-0.7878
28072800,0.807,7.347,-0.6218
28076400,0.807,7.348,-0.3001
28080000,0.807,7.348,0.0969
28083600,0.808,7.348,0.4695
28087200,0.808,7.348,0.7243
28090800,0.808,7.348,0.7975
28094400,0.808,7.348,0.6709
28098000,0.808,7.349,0.3764
28101600,0.809,7.349,-0.0121
28105200,0.809,7.349,-0.3971
28108800,0.809,7.349,-0.6822
28112400,0.809,7.349,-0.7960
28116000,0.809,7.349,-0.7103
28119600,0.810,7.350,-0.4470
28123200,0.810,7.350,-0.0722
28126800,0.810,7.350,0.3198
28130400,0.810,7.350,0.6309
28134000,0.810,7.350,0.7834
28137600,0.811,7.350,0.7394
28141200,0.811,7.351,0.5105
28144800,0.811,7.351,0.1545
28148400,0.811,7.351,-0.2390
28152000,0.811,7.351,-0.5715
28155600,0.812,7.351,-0.7599
28159200,0.812,7.351,-0.7576
28162800,0.812,7.352,-0.5657
28166400,0.812,7.352,-0.2331
28170000,0.812,7.352,0.1564
28173600,0.813,7.352,0.5053
28177200,0.813,7.352,0.7263
28180800,0.813,7.352,0.7648
28184400,0.813,7.353,0.6118
28188000,0.813,7.353,0.3067
28191600,0.814,7.353,-0.0737
28195200,0.814,7.353,-0.4337
28198800,0.814,7.353,-0.6835
28202400,0.814,7.353,-0.7611
28206000,0.814,7.354,-0.6481
28209600,0.815,7.354,-0.3738
28213200,0.815,7.354,-0.0076
28216800,0.815,7.354,0.3583
28220400,0.815,7.354,0.6324
28224000,0.815,7.354,0.7469
28227600,0.816,7.355,0.6741
28231200,0.816,7.355,0.4334
28234800,0.816,7.355,0.0860
28238400,0.816,7.355,-0.2805
28242000,0.816,7.355,-0.5744
28245600,0.816,7.355,-0.7229
28249200,0.817,7.356,-0.6897
28252800,0.817,7.356,-0.4847
28256400,0.817,7.356,-0.1601
28260000,0.817,7.356,0.2019
28263600,0.817,7.356,0.5108
28267200,0.818,7.356,0.6897
28270800,0.818,7.357,0.6951
28274400,0.818,7.357,0.5269
28278000,0.818,7.357,0.2286
28281600,0.818,7.357,-0.1242
28285200,0.819,7.357,-0.4430
28288800,0.819,7.357,-0.6485
28292400,0.819,7.358,-0.6905
28296000,0.819,7.358,-0.5598
28299600,0.819,7.358,-0.2906
28303200,0.820,7.358,0.0486
28306800,0.820,7.358,0.3725
28310400,0.820,7.358,0.6005
28314000,0.820,7.359,0.6765
28317600,0.820,7.359,0.5831
28321200,0.821,7.359,0.3452
28324800,0.821,7.359,0.0236
28328400,0.821,7.359,-0.3007
28332000,0.821,7.359,-0.5468
28335600,0.821,7.359,-0.6540
28339200,0.822,7.360,-0.5971
28342800,0.822,7.360,-0.3919
28346400,0.822,7.360,-0.0912
28350000,0.822,7.360,0.2290
28353600,0.822,7.360,0.4887
28357200,0.823,7.360,0.6239
28360800,0.823,7.361,0.6020
28364400,0.823,7.361,0.4304
28368000,0.823,7.361,0.1534
28371600,0.823,7.361,-0.1587
28375200,0.824,7.361,-0.4277
28378800,0.824,7.361,-0.5872
28382400,0.824,7.362,-0.5985
28386000,0.824,7.362,-0.4606
28389600,0.824,7.362,-0.2095
28393200,0.825,7.362,0.0908
28396800,0.825,7.362,0.3650
28400400,0.825,7.362,0.5450
28404000,0.825,7.363,0.5871
28407600,0.825,7.363,0.4825
28411200,0.826,7.363,0.2590
28414800,0.826,7.363,-0.0264
28418400,0.826,7.363,-0.3017
28422000,0.826,7.363,-0.4986
28425600,0.826,7.364,-0.5688
28429200,0.827,7.364,-0.4966
28432800,0.827,7.364,-0.3016
28436400,0.827,7.364,-0.0339
28440000,0.827,7.364,0.2390
28443600,0.827,7.364,0.4489
28447200,0.828,7.365,0.5445
28450800,0.828,7.365,0.5033
28454400,0.828,7.365,0.3373
28458000,0.828,7.365,0.0894
28461600,0.828,7.365,-0.1777
28465200,0.828,7.365,-0.3972
28468800,0.829,7.365,-0.5151
28472400,0.829,7.366,-0.5033
28476000,0.829,7.366,-0.3663
28479600,0.829,7.366,-0.1398
28483200,0.829,7.366,0.1187
28486800,0.830,7.366,0.3445
28490400,0.830,7.366,0.4816
28494000,0.830,7.367,0.4972
28497600,0.830,7.367,0.3888
28501200,0.830,7.367,0.1849
28504800,0.831,7.367,-0.0626
28508400,0.831,7.367,-0.2914
28512000,0.831,7.367,-0.4450
28515600,0.831,7.368,-0.4859
28519200,0.831,7.368,-0.4053
28522800,0.832,7.368,-0.2247
28526400,0.832,7.368,0.0097
28530000,0.832,7.368,0.2389
28533600,0.832,7.368,0.4060
28537200,0.832,7.368,0.4700
28540800,0.833,7.369,0.4163
28544400,0.833,7.369,0.2594
28548000,0.833,7.369,0.0397
28551600,0.833,7.369,-0.1874
28555200,0.833,7.369,-0.3654
28558800,0.834,7.369,-0.4505
28562400,0.834,7.370,-0.4223
28566000,0.834,7.370,-0.2893
28569600,0.834,7.370,-0.0855
28573200,0.834,7.370,0.1374
28576800,0.834,7.370,0.3239
28580400,0.835,7.370,0.4279
28584000,0.835,7.371,0.4241
28587600,0.835,7.371,0.3147
28591200,0.835,7.371,0.1279
28594800,0.835,7.371,-0.0891
28598400,0.836,7.371,-0.2820
28602000,0.836,7.371,-0.4028
28605600,0.836,7.371,-0.4222
28609200,0.836,7.372,-0.3361
28612800,0.836,7.372,-0.1669
28616400,0.837,7.372,0.0426
28620000,0.837,7.372,0.2399
28623600,0.837,7.372,0.3759
28627200,0.837,7.372,0.4171
28630800,0.837,7.373,0.3539
28634400,0.838,7.373,0.2028
28638000,0.838,7.373,0.0021
28641600,0.838,7.373,-0.1979
28645200,0.838,7.373,-0.3473
28648800,0.838,7.373,-0.4092
28652400,0.838,7.374,-0.3685
28656000,0.839,7.374,-0.2360
28659600,0.839,7.374,-0.0452
